latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,
2022-12-16T08:00,13.7,92,0,50,14.5,1,0,1
2022-12-16T09:00,14.2,90,0,41,13.7,63,28,35
2022-12-16T10:00,15.4,81,0,59,19.1,195,114,81
2022-12-16T11:00,15.6,80,0,48,21.6,284,175,109
2022-12-16T12:00,16.2,76,0,71,18.2,352,241,111
2022-12-16T13:00,16.3,74,0,42,18.1,384,255,129
2022-12-16T14:00,16.6,70,0,49,17.4,384,264,120
2022-12-16T15:00,16.5,70,0,99,15.3,320,208,112
2022-12-16T16:00,15.8,74,0,100,12.7,187,96,91
2022-12-16T17:00,14.8,79,0,100,9.2,62,11,51
2022-12-16T18:00,14.1,83,0,100,6.3,1,0,1
2022-12-16T19:00,13.6,87,0,100,5.2,0,0,0
2022-12-16T20:00,13.1,90,0,100,3.6,0,0,0
2022-12-16T21:00,12.7,92,0,94,4.1,0,0,0
2022-12-16T22:00,12.4,92,0,10,4.4,0,0,0
2022-12-16T23:00,12,92,0,25,4.7,0,0,0
2022-12-17T00:00,12.4,91,0,12,5.1,0,0,0
2022-12-17T01:00,12,93,0,50,3.6,0,0,0
2022-12-17T02:00,11.7,94,0,48,3.2,0,0,0
2022-12-17T03:00,11.5,94,0,65,3.1,0,0,0
2022-12-17T04:00,11.3,95,0,55,2.2,0,0,0
2022-12-17T05:00,11.1,95,0,41,2.5,0,0,0
2022-12-17T06:00,10.6,96,0,26,1,0,0,0
2022-12-17T07:00,10.6,96,0,52,1.5,0,0,0
2022-12-17T08:00,10.9,95,0,62,1.6,1,0,1
2022-12-17T09:00,11.6,93,0,64,0.5,64,25,39
2022-12-17T10:00,12.8,94,0,57,3,193,101,92
2022-12-17T11:00,14.3,87,0,51,3.9,301,184,117
2022-12-17T12:00,15.3,80,0,76,5.8,348,223,125
2022-12-17T13:00,15.7,76,0,74,7.6,348,221,127
2022-12-17T14:00,15.9,74,0,50,9.2,327,207,120
2022-12-17T15:00,15.9,76,0,26,8.7,311,215,96
2022-12-17T16:00,15.6,79,0,1,7.4,219,157,62
2022-12-17T17:00,14.8,84,0,0,5.5,80,51,29
2022-12-17T18:00,13.9,90,0,12,4.7,2,1,1
2022-12-17T19:00,13.3,93,0,14,4,0,0,0
2022-12-17T20:00,13.1,94,0,28,3.8,0,0,0
2022-12-17T21:00,12.9,96,0,45,4.2,0,0,0
2022-12-17T22:00,12.9,96,0,55,4.9,0,0,0
2022-12-17T23:00,12.9,94,0,48,5.1,0,0,0
2022-12-18T00:00,12.8,92,0,62,7.7,0,0,0
2022-12-18T01:00,12.6,90,0,34,7.4,0,0,0
2022-12-18T02:00,12.2,91,0,0,7.1,0,0,0
2022-12-18T03:00,11.9,92,0,26,6.9,0,0,0
2022-12-18T04:00,11.8,92,0,32,7.1,0,0,0
2022-12-18T05:00,11.6,91,0,26,7.4,0,0,0
2022-12-18T06:00,11.3,95,0,53,8.4,0,0,0
2022-12-18T07:00,11.3,94,0,51,8.9,0,0,0
2022-12-18T08:00,11.2,94,0,89,8.9,1,0,1
2022-12-18T09:00,11.6,92,0,81,10.9,58,16,42
2022-12-18T10:00,12.4,91,0,61,13.8,180,89,91
2022-12-18T11:00,13.7,88,0,65,17.9,295,167,128
2022-12-18T12:00,15.2,85,0,52,16.3,352,200,152
2022-12-18T13:00,16.5,80,0,99,19.1,357,199,158
2022-12-18T14:00,17.5,73,0,99,21.3,335,201,134
2022-12-18T15:00,17.6,74,0,68,18.1,273,146,127
2022-12-18T16:00,17.1,81,0,58,15.1,186,101,85
2022-12-18T17:00,16.4,85,0,70,10.9,64,25,39
2022-12-18T18:00,16,89,0,99,9.3,1,0,1
2022-12-18T19:00,15.9,90,0,100,11,0,0,0
2022-12-18T20:00,15.3,86,0,100,14.8,0,0,0
2022-12-18T21:00,15,84,0,100,17.2,0,0,0
2022-12-18T22:00,14.7,86,0,97,18,0,0,0
2022-12-18T23:00,14.4,88,0,72,17.2,0,0,0
2022-12-19T00:00,14.2,91,0,99,18.4,0,0,0
2022-12-19T01:00,13.9,93,0,100,17.3,0,0,0
2022-12-19T02:00,13.8,94,0,100,17.7,0,0,0
2022-12-19T03:00,13.9,93,0,100,15.7,0,0,0
2022-12-19T04:00,14,93,0,99,15.5,0,0,0
2022-12-19T05:00,13.8,93,0,99,15.6,0,0,0
2022-12-19T06:00,13.6,94,0,100,18.4,0,0,0
2022-12-19T07:00,13.6,94,0,99,18.4,0,0,0
2022-12-19T08:00,13.6,95,0,100,18,0,0,0
2022-12-19T09:00,14,93,0,100,19.1,39,3,36
2022-12-19T10:00,14.7,91,0,100,19.4,126,17,109
2022-12-19T11:00,15.7,88,0,100,22.7,213,49,164
2022-12-19T12:00,17.3,80,0,100,22.6,238,48,190
2022-12-19T13:00,17.7,79,0,100,26.6,235,52,183
2022-12-19T14:00,17.8,78,0,100,28.1,202,16,186
2022-12-19T15:00,17.6,79,0,100,27,172,32,140
2022-12-19T16:00,17.5,80,0,100,26.3,109,12,97
2022-12-19T17:00,17.5,78,0,100,24.9,38,0,38
2022-12-19T18:00,17,83,0,94,23.1,1,0,1
2022-12-19T19:00,17,84,0,100,23.2,0,0,0
2022-12-19T20:00,16.9,86,0,98,23.2,0,0,0
2022-12-19T21:00,16.9,87,0,95,23.5,0,0,0
2022-12-19T22:00,16.7,89,0,98,23.2,0,0,0
2022-12-19T23:00,16.7,91,0,97,24.2,0,0,0
2022-12-20T00:00,16.8,92,0,100,26.6,0,0,0
2022-12-20T01:00,17,93,0,100,30.3,0,0,0
2022-12-20T02:00,17,93,0,100,31.9,0,0,0
2022-12-20T03:00,17,93,0,100,32,0,0,0
2022-12-20T04:00,17,93,0,100,29.5,0,0,0
2022-12-20T05:00,17.1,92,0,100,29.8,0,0,0
2022-12-20T06:00,17,94,0,100,27,0,0,0
2022-12-20T07:00,17,95,0.2,100,24.7,0,0,0
2022-12-20T08:00,17.1,95,0,100,22.9,0,0,0
2022-12-20T09:00,17.1,95,0,89,20.5,17,3,14
2022-12-20T10:00,17.5,92,0,85,18.9,87,31,56
2022-12-20T11:00,17.7,88,0,79,19.9,166,58,108
2022-12-20T12:00,17.7,91,0,85,19.5,254,119,135
2022-12-20T13:00,18.1,88,0,78,20.6,268,131,137
2022-12-20T14:00,18.2,84,0,78,21.1,265,142,123
2022-12-20T15:00,17.8,86,0,62,20.3,214,112,102
2022-12-20T16:00,17.3,85,0,59,19.1,164,82,82
2022-12-20T17:00,16.8,87,0,56,14,53,21,32
2022-12-20T18:00,16.2,92,0,58,10,1,0,1
2022-12-20T19:00,15.9,93,0,63,8.5,0,0,0
2022-12-20T20:00,15.8,94,0,76,8.3,0,0,0
2022-12-20T21:00,15.7,94,0,100,8.2,0,0,0
2022-12-20T22:00,15.4,94,0,99,6.7,0,0,0
2022-12-20T23:00,15.4,94,0,99,7.5,0,0,0
2022-12-21T00:00,15.3,97,0,96,7.6,0,0,0
2022-12-21T01:00,15.4,95,0,100,8.4,0,0,0
2022-12-21T02:00,15.5,94,0,100,8,0,0,0
2022-12-21T03:00,15.3,94,0,92,6.9,0,0,0
2022-12-21T04:00,15.2,94,0,71,6.4,0,0,0
2022-12-21T05:00,15,94,0,86,6.4,0,0,0
2022-12-21T06:00,15,95,0,92,7,0,0,0
2022-12-21T07:00,15.1,95,0,85,7.4,0,0,0
2022-12-21T08:00,15.1,95,0,88,8,0,0,0
2022-12-21T09:00,15.7,93,0,86,8.9,44,11,33
2022-12-21T10:00,16.6,89,0,88,13.2,150,63,87
2022-12-21T11:00,17.3,84,0,100,15.3,222,93,129
2022-12-21T12:00,17.5,87,0,100,15.9,281,134,147
2022-12-21T13:00,17.8,85,0,100,15.5,316,144,172
2022-12-21T14:00,17.8,85,0,100,14.7,295,122,173
2022-12-21T15:00,17.5,86,0,100,13.6,194,41,153
2022-12-21T16:00,17.1,89,0,100,12,124,17,107
2022-12-21T17:00,16.6,92,0,100,8.2,38,1,37
2022-12-21T18:00,16,96,0,100,7.8,1,0,1
2022-12-21T19:00,15.9,96,0,100,7,0,0,0
2022-12-21T20:00,15.8,96,0,92,6.9,0,0,0
2022-12-21T21:00,15.8,96,0,90,6.6,0,0,0
2022-12-21T22:00,15.7,95,0,86,5.2,0,0,0
2022-12-21T23:00,15.7,95,0,89,7.4,0,0,0
2022-12-22T00:00,15.6,97,0,80,7.6,0,0,0
2022-12-22T01:00,15.6,97,0,90,6.8,0,0,0
2022-12-22T02:00,15.6,96,0,81,5,0,0,0
2022-12-22T03:00,15.5,97,0,78,3.7,0,0,0
2022-12-22T04:00,15.4,97,0,87,4,0,0,0
2022-12-22T05:00,15.6,97,0,88,4.9,0,0,0
2022-12-22T06:00,15.7,98,0,84,5.1,0,0,0
2022-12-22T07:00,15.8,98,0,79,5.5,0,0,0
2022-12-22T08:00,15.7,98,0,81,4.7,0,0,0
2022-12-22T09:00,16.1,97,0,82,5.5,36,9,27
2022-12-22T10:00,16.7,95,0,83,10.8,108,45,63
2022-12-22T11:00,17,92,0,81,14.8,166,82,84
2022-12-22T12:00,17,91,0,84,13.6,186,84,102
2022-12-22T13:00,17.4,90,0,67,14,282,145,137
2022-12-22T14:00,17.4,88,0,73,13.7,287,158,129
2022-12-22T15:00,17.4,87,0,60,11.3,240,132,108
2022-12-22T16:00,17.2,88,0,79,8.5,173,88,85
2022-12-22T17:00,16.7,91,0,76,5.9,59,21,38
2022-12-22T18:00,16.2,95,0,86,5.1,1,0,1
2022-12-22T19:00,15.9,96,0,82,4.7,0,0,0
2022-12-22T20:00,15.7,97,0,72,4.4,0,0,0
2022-12-22T21:00,15.6,97,0,75,4.7,0,0,0
2022-12-22T22:00,15.5,97,0,74,5.9,0,0,0
2022-12-22T23:00,15.4,97,0,75,6.8,0,0,0
2022-12-23T00:00,15.6,97,0,77,10.9,0,0,0
2022-12-23T01:00,15.5,96,0,76,9.8,0,0,0
2022-12-23T02:00,15.4,97,0,83,9.4,0,0,0
2022-12-23T03:00,15.6,95,0,88,9.7,0,0,0
2022-12-23T04:00,15.6,94,0,82,8,0,0,0
2022-12-23T05:00,15.6,94,0,79,4.7,0,0,0
2022-12-23T06:00,14.8,97,0,85,5.9,0,0,0
2022-12-23T07:00,14.7,98,0,75,6.2,0,0,0
2022-12-23T08:00,14.5,98,0,80,5.9,0,0,0
2022-12-23T09:00,14.7,98,0,74,6.8,40,13,27
2022-12-23T10:00,15.6,93,0,89,11.4,123,39,84
2022-12-23T11:00,16.6,88,0,77,14.4,203,93,110
2022-12-23T12:00,16.7,87,0,59,14.4,290,167,123
2022-12-23T13:00,17.1,85,0,57,15,345,203,142
2022-12-23T14:00,17.2,83,0,90,13.7,322,176,146
2022-12-23T15:00,17.3,81,0,70,15.2,281,165,116
2022-12-23T16:00,17,84,0,61,13.8,168,82,86
2022-12-23T17:00,16.5,86,0,78,10.2,62,23,39
2022-12-23T18:00,15.9,86,0,72,9.1,1,0,1
2022-12-23T19:00,15.7,90,0,69,9.2,0,0,0
2022-12-23T20:00,15.6,92,0,81,10.2,0,0,0
2022-12-23T21:00,15.4,91,0,88,10.4,0,0,0
2022-12-23T22:00,15.3,89,0,82,10.5,0,0,0
2022-12-23T23:00,15.2,90,0,85,10.9,0,0,0
2022-12-24T00:00,15.1,93,0,73,10.7,0,0,0
2022-12-24T01:00,15,92,0,76,10.4,0,0,0
2022-12-24T02:00,15.1,92,0,80,10.7,0,0,0
2022-12-24T03:00,15.3,92,0,73,10.9,0,0,0
2022-12-24T04:00,15,94,0,73,13,0,0,0
2022-12-24T05:00,15,93,0,74,12.8,0,0,0
2022-12-24T06:00,15,93,0,81,12.8,0,0,0
2022-12-24T07:00,14.9,94,0,74,11.8,0,0,0
2022-12-24T08:00,15.1,95,0,75,11.3,0,0,0
2022-12-24T09:00,15.6,93,0,75,12.3,34,10,24
2022-12-24T10:00,16.3,89,0,90,18.4,113,47,66
2022-12-24T11:00,17.1,85,0,85,21,232,126,106
2022-12-24T12:00,17.2,83,0,55,25.1,243,123,120
2022-12-24T13:00,17.3,83,0,64,25.3,282,148,134
2022-12-24T14:00,17.5,80,0,57,23.7,350,214,136
2022-12-24T15:00,17.6,80,0,54,22.9,289,172,117
2022-12-24T16:00,17.3,81,0,73,23.2,191,106,85
2022-12-24T17:00,16.9,83,0,89,21.3,60,20,40
2022-12-24T18:00,16.5,86,0,84,22,1,0,1
2022-12-24T19:00,16.2,90,0,86,22.3,0,0,0
2022-12-24T20:00,16.2,89,0,96,28.4,0,0,0
2022-12-24T21:00,16,91,0,93,25.6,0,0,0
2022-12-24T22:00,16.2,89,0,89,29.4,0,0,0
2022-12-24T23:00,16.4,88,0,69,27.3,0,0,0
2022-12-25T00:00,16.2,89,0,72,29.4,0,0,0
2022-12-25T01:00,16.2,90,0,88,29.2,0,0,0
2022-12-25T02:00,16.1,91,0,88,28,0,0,0
2022-12-25T03:00,16.3,91,0,96,26.4,0,0,0
2022-12-25T04:00,16.5,89,0,99,27,0,0,0
2022-12-25T05:00,16.6,90,0,100,23.7,0,0,0
2022-12-25T06:00,15.6,94,0,100,18.4,0,0,0
2022-12-25T07:00,16,93,0,100,20.3,0,0,0
2022-12-25T08:00,16,92,0,100,19.2,0,0,0
2022-12-25T09:00,15.9,93,0.1,100,16.5,11,0,11
2022-12-25T10:00,15.9,93,0.1,100,16.2,45,0,45
2022-12-25T11:00,16.1,93,0.2,100,16.5,65,1,64
2022-12-25T12:00,16.1,93,0,100,15.5,72,1,71
2022-12-25T13:00,16.2,91,0,100,16.1,158,8,150
2022-12-25T14:00,16,90,0,100,14.3,113,1,112
2022-12-25T15:00,15.8,91,0,100,11.8,85,1,84
2022-12-25T16:00,15.6,91,0.2,100,9.7,54,0,54
2022-12-25T17:00,15,91,0.5,100,8.9,14,0,14
2022-12-25T18:00,14.5,93,0,100,3.1,0,0,0
2022-12-25T19:00,14.3,94,0.3,100,2.2,0,0,0
2022-12-25T20:00,14.2,94,0.3,99,2.3,0,0,0
2022-12-25T21:00,14.2,93,0.1,99,4.2,0,0,0
2022-12-25T22:00,14.2,94,0,100,3.9,0,0,0
2022-12-25T23:00,14.2,94,0,100,3.9,0,0,0
2022-12-26T00:00,13.6,95,0,66,5.2,0,0,0
2022-12-26T01:00,13.6,95,0,85,5.5,0,0,0
2022-12-26T02:00,13.6,95,0,84,6.2,0,0,0
2022-12-26T03:00,13.5,94,0,82,5.6,0,0,0
2022-12-26T04:00,13.5,94,0,87,4.2,0,0,0
2022-12-26T05:00,13.5,93,0,89,5.3,0,0,0
2022-12-26T06:00,13.3,95,0,100,6.5,0,0,0
2022-12-26T07:00,13.5,96,0,100,8.1,0,0,0
2022-12-26T08:00,13.7,97,0,80,9.7,0,0,0
2022-12-26T09:00,14.2,96,0,82,11,40,11,29
2022-12-26T10:00,15.1,92,0,91,15.1,114,31,83
2022-12-26T11:00,15.8,92,0,93,13.4,217,96,121
2022-12-26T12:00,16.9,86,0,64,10.2,297,173,124
2022-12-26T13:00,17.9,82,0,67,11.7,386,248,138
2022-12-26T14:00,18.4,81,0,34,9.5,370,249,121
2022-12-26T15:00,18.6,80,0,34,8.3,326,243,83
2022-12-26T16:00,18.4,80,0,22,5.4,231,168,63
2022-12-26T17:00,17.5,84,0,5,2.6,87,52,35
2022-12-26T18:00,16.6,88,0,19,2.1,3,1,2
2022-12-26T19:00,16.1,89,0,29,1.5,0,0,0
2022-12-26T20:00,15.7,91,0,13,1.4,0,0,0
2022-12-26T21:00,14.6,97,0,47,3.8,0,0,0
2022-12-26T22:00,13.9,100,0,54,3.3,0,0,0
2022-12-26T23:00,13.8,100,0,57,3.4,0,0,0
2022-12-27T00:00,13.2,100,0,89,2.6,0,0,0
2022-12-27T01:00,12.8,100,0,99,2.4,0,0,0
2022-12-27T02:00,12.9,100,0,100,3.2,0,0,0
2022-12-27T03:00,12.7,100,0,100,2.9,0,0,0
2022-12-27T04:00,12.3,100,0,100,3.5,0,0,0
2022-12-27T05:00,11.8,100,0,100,4.9,0,0,0
2022-12-27T06:00,11.5,100,0,98,4.4,0,0,0
2022-12-27T07:00,11.5,100,0,99,4,0,0,0
2022-12-27T08:00,11.6,100,0,99,4.4,0,0,0
2022-12-27T09:00,11.6,100,0,95,4.7,35,3,32
2022-12-27T10:00,12,100,0,93,4.7,113,22,91
2022-12-27T11:00,12.8,99,0,87,4.3,219,72,147
2022-12-27T12:00,13.5,99,0,82,5.8,315,143,172
2022-12-27T13:00,14.2,98,0,81,5.8,332,144,188
2022-12-27T14:00,15.7,92,0,46,6.3,375,217,158
2022-12-27T15:00,16.7,87,0,37,7.8,343,234,109
2022-12-27T16:00,16.8,86,0,27,6.9,230,153,77
2022-12-27T17:00,16.3,87,0,0,5.4,90,54,36
2022-12-27T18:00,14.9,91,0,0,4,3,1,2
2022-12-27T19:00,14.2,93,0,0,3.7,0,0,0
2022-12-27T20:00,13.6,94,0,0,3.4,0,0,0
2022-12-27T21:00,13.3,95,0,0,3,0,0,0
2022-12-27T22:00,13.1,95,0,0,1.8,0,0,0
2022-12-27T23:00,13.1,94,0,0,1.1,0,0,0
2022-12-28T00:00,12.4,97,0,20,1.1,0,0,0
2022-12-28T01:00,11.9,99,0,56,0.7,0,0,0
2022-12-28T02:00,11.7,100,0,66,1.5,0,0,0
2022-12-28T03:00,10.4,100,0,92,3,0,0,0
2022-12-28T04:00,9.6,100,0,97,4.3,0,0,0
2022-12-28T05:00,8.7,99,0,100,4.7,0,0,0
2022-12-28T06:00,8.9,100,0,100,4.3,0,0,0
2022-12-28T07:00,9.2,100,0,100,2.6,0,0,0
2022-12-28T08:00,8.9,100,0,100,3.1,0,0,0
2022-12-28T09:00,8.9,100,0,100,0.8,33,3,30
2022-12-28T10:00,9.5,100,0,98,1.9,115,26,89
2022-12-28T11:00,10.7,98,0,97,1.6,239,97,142
2022-12-28T12:00,12.7,89,0,52,1.8,340,175,165
2022-12-28T13:00,14.2,85,0,58,1,389,247,142
2022-12-28T14:00,15.7,81,0,100,1.1,407,261,146
2022-12-28T15:00,16.4,80,0,100,3.9,259,73,186
2022-12-28T16:00,16.9,70,0,100,5.9,149,20,129
2022-12-28T17:00,16,75,0,100,5.6,63,6,57
2022-12-28T18:00,14.7,87,0,79,5.2,2,0,2
2022-12-28T19:00,14.5,91,0,89,5.4,0,0,0
2022-12-28T20:00,14.5,92,0,93,5.6,0,0,0
2022-12-28T21:00,14.6,94,0,96,6.4,0,0,0
2022-12-28T22:00,14.8,95,0,88,8.2,0,0,0
2022-12-28T23:00,15,93,0,98,8.2,0,0,0
2022-12-29T00:00,15.3,96,0,97,10,0,0,0
2022-12-29T01:00,15,95,0,98,11.9,0,0,0
2022-12-29T02:00,15,93,0,99,10.2,0,0,0
2022-12-29T03:00,15,93,0,100,10.5,0,0,0
2022-12-29T04:00,14.9,93,0.3,100,12.6,0,0,0
2022-12-29T05:00,14.9,94,2.6,100,12.8,0,0,0
2022-12-29T06:00,14.6,94,0,91,7.4,0,0,0
2022-12-29T07:00,14.5,94,0,89,7.6,0,0,0
2022-12-29T08:00,14.6,93,0,91,7.1,0,0,0
2022-12-29T09:00,15.1,91,0,98,8.9,29,3,26
2022-12-29T10:00,15.7,88,0,94,12.4,87,25,62
2022-12-29T11:00,15.9,86,0,95,17.4,150,41,109
2022-12-29T12:00,16.4,88,0,94,19.2,141,34,107
2022-12-29T13:00,16.5,88,0,96,21,217,56,161
2022-12-29T14:00,16.4,86,0,99,19.8,125,20,105
2022-12-29T15:00,16.9,81,0,86,21.6,150,49,101
2022-12-29T16:00,16.7,81,0,83,20.6,147,52,95
2022-12-29T17:00,16.2,82,0,87,17.3,59,12,47
2022-12-29T18:00,15.9,90,0,82,13.8,2,0,2
2022-12-29T19:00,15.9,91,0,89,14.6,0,0,0
2022-12-29T20:00,16.1,89,0,95,16.2,0,0,0
2022-12-29T21:00,16.1,89,0,87,17,0,0,0
2022-12-29T22:00,16.1,86,0,99,15.5,0,0,0
2022-12-29T23:00,16,88,0,93,15.1,0,0,0
2022-12-30T00:00,16.2,83,0,95,17.3,0,0,0
2022-12-30T01:00,16.1,83,0,100,16.8,0,0,0
2022-12-30T02:00,16.1,83,0,100,16.8,0,0,0
2022-12-30T03:00,16.2,83,0,100,16.9,0,0,0
2022-12-30T04:00,16.1,84,0,92,17.3,0,0,0
2022-12-30T05:00,16.1,83,0,95,17.8,0,0,0
2022-12-30T06:00,15.9,87,0,83,16.3,0,0,0
2022-12-30T07:00,16,86,0,96,15.9,0,0,0
2022-12-30T08:00,16.2,84,0,100,17.1,0,0,0
2022-12-30T09:00,16.4,83,0,100,17.6,44,9,35
2022-12-30T10:00,17.1,79,0,100,20.5,175,82,93
2022-12-30T11:00,17.6,76,0,99,22.9,283,138,145
2022-12-30T12:00,17.4,82,0,100,23.2,327,137,190
2022-12-30T13:00,17.7,80,0,100,24.7,329,113,216
2022-12-30T14:00,17.6,81,0,100,24.9,338,124,214
2022-12-30T15:00,17.3,82,0,81,23.6,296,151,145
2022-12-30T16:00,16.9,81,0,50,21.2,216,130,86
2022-12-30T17:00,16.3,85,0,71,17.8,86,39,47
2022-12-30T18:00,15.6,87,0,100,16.8,3,1,2
2022-12-30T19:00,15.5,87,0,100,17.5,0,0,0
2022-12-30T20:00,15.5,86,0,100,19,0,0,0
2022-12-30T21:00,15.7,85,0,100,18,0,0,0
2022-12-30T22:00,15.6,86,0,97,18.4,0,0,0
2022-12-30T23:00,15.1,89,0,62,16.2,0,0,0
2022-12-31T00:00,14.7,93,0,72,14.7,0,0,0
2022-12-31T01:00,14.1,91,0,71,13.1,0,0,0
2022-12-31T02:00,13.6,92,0,69,11.6,0,0,0
2022-12-31T03:00,13.3,92,0,64,11.6,0,0,0
2022-12-31T04:00,12.8,94,0,52,11.1,0,0,0
2022-12-31T05:00,12.4,95,0,51,10.9,0,0,0
2022-12-31T06:00,11.3,97,0,68,12.4,0,0,0
2022-12-31T07:00,11.1,95,0,57,12,0,0,0
2022-12-31T08:00,10.9,93,0,50,11,0,0,0
2022-12-31T09:00,11.3,91,0,45,11.1,60,27,33
2022-12-31T10:00,12.5,86,0,63,11.7,201,136,65
2022-12-31T11:00,13.8,84,0,69,13.7,272,176,96
2022-12-31T12:00,14.8,83,0,71,15,325,196,129
2022-12-31T13:00,16.1,81,0,64,14.6,375,232,143
2022-12-31T14:00,17.5,73,0,75,16.9,365,233,132
2022-12-31T15:00,17.6,76,0,86,21.6,252,111,141
2022-12-31T16:00,17.3,80,0,92,22.1,142,43,99
2022-12-31T17:00,17.2,83,0,89,22,42,7,35
2022-12-31T18:00,17.2,80,0,83,19.5,2,0,2
2022-12-31T19:00,16.9,81,0,66,18,0,0,0
2022-12-31T20:00,16.7,80,0,90,14.4,0,0,0
2022-12-31T21:00,16.6,79,0,85,14.3,0,0,0
2022-12-31T22:00,16.4,80,0,52,13.4,0,0,0
2022-12-31T23:00,15.9,83,0,48,12.4,0,0,0
